2010-12-31 15:22:37+00:00,"b'fakhri ga dimentionRT @deelaNindita: #2010memories MM brg\n@kintanDaffa\n@akmaaljati \n@airtasrizki  \n@dhika_aww\n@TRtomo\n#arini,bhakt...'"
2010-12-31 12:56:42+00:00,b'@BHAKT_YAP happy new year~! ^^ #JYJonKBS2'
2010-12-31 09:37:01+00:00,b'@rashi191091 @forsytheJR Babaji is surviving a hell hole called engineering bhakt jano. Stay sukhi.'
2010-12-30 15:16:35+00:00,b'@khaskhabar ...Bhakt ko ab apnay se jayda bhagwan ki chinta hai chuki bhagwan ab jayda karorimal ho gayan hain.'
2010-12-30 14:42:35+00:00,b'@NilimDutta Rahul Ji ki. Main unki param bhakt hoon. Wo mere aadarsh hain. Unki ek jhalak pane ke liye maine 6safed vastra silwayein hain!'
2010-12-29 14:06:09+00:00,b'@Eccentric_pooja yeh bhakt to mandi k baahar hi khadaa rahegaa\xe2\x80\xa6 :D mera dharm naa bhrast karwaao @Viisshhh'
2010-12-28 17:47:15+00:00,"b'RaajSawa is now Sant shree RaajSaweshvar!!! To Bhakt jhano, bolo Baba sawa ki jai!!!'"
2010-12-28 04:59:37+00:00,b'Namaskar twitter ke bhakt jano. Subha prabhat'
2010-12-28 03:58:40+00:00,"b'Ik Bhakt Ashram me ja ke Swami\nJi se bola: Swami Ji, mera Puja e\nmann nai lagta! kya karu?\nFunny Swami Ji: Us Puja... http://fb.me/Dr1ZpdHH'"
2010-12-27 19:10:20+00:00,"b""@SachinTheWizard @sp200t Ekta Maiyya's bhakt"""
2010-12-27 17:12:52+00:00,b'Ram Ram....... bhakt Janon.........'
2010-12-26 10:37:48+00:00,b'All Devotees of Prabhu Ram & Bhakt Hanuman are requested to join Shri Mehendipur Balaji page ... JAI SHRI RAM... http://fb.me/OteS5y4v'
2010-12-26 08:15:37+00:00,b'@sonamakapoor @GreatestQuotes yeah yeah ap kab se mahatma ji ki bhakt ban gyi aj hi unki book pdo kya??????????'
2010-12-25 17:25:19+00:00,"b""Yeah somethin' with F, L, and whateva V or C. is MPC cant work with it.?? RT @yunus_91: I don't have it, FLC or FLV? Ya i guess soRT @Bhakt"""
2010-12-25 13:28:23+00:00,"b'Boy: Tujh Me Rab Dikta Hai, Yara Me Kya Karu? Girl: To Darshan Le,\nDakshina De,Prasad Le Aur Chala Ja. Pichhe Aur Bhi Bhakt Khade Hai.'"
2010-12-25 12:47:59+00:00,b'Bhakt Jano @ikaveri amma ji padhari hai TL pe chalo shashtaang pranaam karo'
2010-12-24 18:58:48+00:00,b'@BHAKT_YAP Merry Christmas!!! Where are u spending ur christmas time?? Hv FUN!!!'
2010-12-24 17:11:14+00:00,"b'@yuvsingh09 hi hero, n stop saying hi to guys only. Nahi to hanuman ke bhakt hi bane rahoge.'"
2010-12-24 17:09:04+00:00,b'@Biorahul Really? Isme toh SRK nahin hai. Isse kyun hit prove kar rahe ho? Farah khan bhakt? @joydas'
