2018-12-31 23:59:37+00:00,b'RT @shakilpatel86: \xe0\xa4\x95\xe0\xa4\xbe\xe0\xa4\x82\xe0\xa4\x97\xe0\xa5\x8d\xe0\xa4\xb0\xe0\xa5\x87\xe0\xa4\xb8 \xe0\xa4\xb8\xe0\xa5\x87 \xe0\xa4\xb2\xe0\xa5\x8b\xe0\xa4\x97 \xe0\xa4\x95\xe0\xa4\xb2\xe0\xa5\x87\xe0\xa4\x95\xe0\xa5\x8d\xe0\xa4\x9f\xe0\xa4\xb0 \xe0\xa4\x95\xe0\xa5\x80 \xe0\xa4\xa8\xe0\xa5\x8c\xe0\xa4\x95\xe0\xa4\xb0\xe0\xa5\x80 \xe0\xa4\xae\xe0\xa4\xbe\xe0\xa4\x82\xe0\xa4\x97\xe0\xa4\xa4\xe0\xa5\x87 \xe0\xa4\xb9\xe0\xa5\x88\xe0\xa4\x82 \xe0\xa4\x94\xe0\xa4\xb0 \xe0\xa4\xad\xe0\xa4\xbe\xe0\xa4\x9c\xe0\xa4\xaa\xe0\xa4\xbe \xe0\xa4\xb8\xe0\xa5\x87 \xe0\xa4\xaa\xe0\xa4\x95\xe0\xa5\x8c\xe0\xa4\xa1\xe0\xa4\xbc\xe0\xa5\x87 \xe0\xa4\x95\xe0\xa4\xbe \xe0\xa4\xa0\xe0\xa5\x87\xe0\xa4\xb2\xe0\xa4\xbe\xe0\xa5\xa4\n\xe0\xa4\x94\xe0\xa4\x95\xe0\xa4\xbc\xe0\xa4\xbe\xe0\xa4\xa4 \xe0\xa4\x94\xe0\xa4\x95\xe0\xa4\xbe\xe0\xa4\xa4 \xe0\xa4\x95\xe0\xa5\x80 \xe0\xa4\xac\xe0\xa4\xbe\xe0\xa4\xa4 \xe0\xa4\xb9\xe0\xa5\x88\xe0\xa5\xa4\xf0\x9f\x98\x8a\xf0\x9f\xa4\x97\xf0\x9f\x98\x8e\nBhakt #MODI MAHODAY JI\xe2\x80\xa6',S
2018-12-31 23:58:19+00:00,b'RT @shakilpatel86: \xe0\xa4\x95\xe0\xa4\xbe\xe0\xa4\x82\xe0\xa4\x97\xe0\xa5\x8d\xe0\xa4\xb0\xe0\xa5\x87\xe0\xa4\xb8 \xe0\xa4\xb8\xe0\xa5\x87 \xe0\xa4\xb2\xe0\xa5\x8b\xe0\xa4\x97 \xe0\xa4\x95\xe0\xa4\xb2\xe0\xa5\x87\xe0\xa4\x95\xe0\xa5\x8d\xe0\xa4\x9f\xe0\xa4\xb0 \xe0\xa4\x95\xe0\xa5\x80 \xe0\xa4\xa8\xe0\xa5\x8c\xe0\xa4\x95\xe0\xa4\xb0\xe0\xa5\x80 \xe0\xa4\xae\xe0\xa4\xbe\xe0\xa4\x82\xe0\xa4\x97\xe0\xa4\xa4\xe0\xa5\x87 \xe0\xa4\xb9\xe0\xa5\x88\xe0\xa4\x82 \xe0\xa4\x94\xe0\xa4\xb0 \xe0\xa4\xad\xe0\xa4\xbe\xe0\xa4\x9c\xe0\xa4\xaa\xe0\xa4\xbe \xe0\xa4\xb8\xe0\xa5\x87 \xe0\xa4\xaa\xe0\xa4\x95\xe0\xa5\x8c\xe0\xa4\xa1\xe0\xa4\xbc\xe0\xa5\x87 \xe0\xa4\x95\xe0\xa4\xbe \xe0\xa4\xa0\xe0\xa5\x87\xe0\xa4\xb2\xe0\xa4\xbe\xe0\xa5\xa4\n\xe0\xa4\x94\xe0\xa4\x95\xe0\xa4\xbc\xe0\xa4\xbe\xe0\xa4\xa4 \xe0\xa4\x94\xe0\xa4\x95\xe0\xa4\xbe\xe0\xa4\xa4 \xe0\xa4\x95\xe0\xa5\x80 \xe0\xa4\xac\xe0\xa4\xbe\xe0\xa4\xa4 \xe0\xa4\xb9\xe0\xa5\x88\xe0\xa5\xa4\xf0\x9f\x98\x8a\xf0\x9f\xa4\x97\xf0\x9f\x98\x8e\nBhakt #MODI MAHODAY JI\xe2\x80\xa6',S
2018-12-31 23:57:00+00:00,b'RT @shakilpatel86: \xe0\xa4\x95\xe0\xa4\xbe\xe0\xa4\x82\xe0\xa4\x97\xe0\xa5\x8d\xe0\xa4\xb0\xe0\xa5\x87\xe0\xa4\xb8 \xe0\xa4\xb8\xe0\xa5\x87 \xe0\xa4\xb2\xe0\xa5\x8b\xe0\xa4\x97 \xe0\xa4\x95\xe0\xa4\xb2\xe0\xa5\x87\xe0\xa4\x95\xe0\xa5\x8d\xe0\xa4\x9f\xe0\xa4\xb0 \xe0\xa4\x95\xe0\xa5\x80 \xe0\xa4\xa8\xe0\xa5\x8c\xe0\xa4\x95\xe0\xa4\xb0\xe0\xa5\x80 \xe0\xa4\xae\xe0\xa4\xbe\xe0\xa4\x82\xe0\xa4\x97\xe0\xa4\xa4\xe0\xa5\x87 \xe0\xa4\xb9\xe0\xa5\x88\xe0\xa4\x82 \xe0\xa4\x94\xe0\xa4\xb0 \xe0\xa4\xad\xe0\xa4\xbe\xe0\xa4\x9c\xe0\xa4\xaa\xe0\xa4\xbe \xe0\xa4\xb8\xe0\xa5\x87 \xe0\xa4\xaa\xe0\xa4\x95\xe0\xa5\x8c\xe0\xa4\xa1\xe0\xa4\xbc\xe0\xa5\x87 \xe0\xa4\x95\xe0\xa4\xbe \xe0\xa4\xa0\xe0\xa5\x87\xe0\xa4\xb2\xe0\xa4\xbe\xe0\xa5\xa4\n\xe0\xa4\x94\xe0\xa4\x95\xe0\xa4\xbc\xe0\xa4\xbe\xe0\xa4\xa4 \xe0\xa4\x94\xe0\xa4\x95\xe0\xa4\xbe\xe0\xa4\xa4 \xe0\xa4\x95\xe0\xa5\x80 \xe0\xa4\xac\xe0\xa4\xbe\xe0\xa4\xa4 \xe0\xa4\xb9\xe0\xa5\x88\xe0\xa5\xa4\xf0\x9f\x98\x8a\xf0\x9f\xa4\x97\xf0\x9f\x98\x8e\nBhakt #MODI MAHODAY JI\xe2\x80\xa6',S
2018-12-31 23:46:14+00:00,b'@ianuragthakur Thakur sir Mera aapse ek nivedan hai. Mai modi ji param bhakt hun Par 2019 me kuch nahi kar sakta .\xe2\x80\xa6 https://t.co/uyIVz05wpH',P
2018-12-31 23:40:54+00:00,"b'Wishing you and your loved ones a very happy and prosperous New Year for a life filled with  Sai blessings , positi\xe2\x80\xa6 https://t.co/Xs0ZZTkL41'",N
2018-12-31 23:34:50+00:00,b'RT @shakilpatel86: \xe0\xa4\x95\xe0\xa4\xbe\xe0\xa4\x82\xe0\xa4\x97\xe0\xa5\x8d\xe0\xa4\xb0\xe0\xa5\x87\xe0\xa4\xb8 \xe0\xa4\xb8\xe0\xa5\x87 \xe0\xa4\xb2\xe0\xa5\x8b\xe0\xa4\x97 \xe0\xa4\x95\xe0\xa4\xb2\xe0\xa5\x87\xe0\xa4\x95\xe0\xa5\x8d\xe0\xa4\x9f\xe0\xa4\xb0 \xe0\xa4\x95\xe0\xa5\x80 \xe0\xa4\xa8\xe0\xa5\x8c\xe0\xa4\x95\xe0\xa4\xb0\xe0\xa5\x80 \xe0\xa4\xae\xe0\xa4\xbe\xe0\xa4\x82\xe0\xa4\x97\xe0\xa4\xa4\xe0\xa5\x87 \xe0\xa4\xb9\xe0\xa5\x88\xe0\xa4\x82 \xe0\xa4\x94\xe0\xa4\xb0 \xe0\xa4\xad\xe0\xa4\xbe\xe0\xa4\x9c\xe0\xa4\xaa\xe0\xa4\xbe \xe0\xa4\xb8\xe0\xa5\x87 \xe0\xa4\xaa\xe0\xa4\x95\xe0\xa5\x8c\xe0\xa4\xa1\xe0\xa4\xbc\xe0\xa5\x87 \xe0\xa4\x95\xe0\xa4\xbe \xe0\xa4\xa0\xe0\xa5\x87\xe0\xa4\xb2\xe0\xa4\xbe\xe0\xa5\xa4\n\xe0\xa4\x94\xe0\xa4\x95\xe0\xa4\xbc\xe0\xa4\xbe\xe0\xa4\xa4 \xe0\xa4\x94\xe0\xa4\x95\xe0\xa4\xbe\xe0\xa4\xa4 \xe0\xa4\x95\xe0\xa5\x80 \xe0\xa4\xac\xe0\xa4\xbe\xe0\xa4\xa4 \xe0\xa4\xb9\xe0\xa5\x88\xe0\xa5\xa4\xf0\x9f\x98\x8a\xf0\x9f\xa4\x97\xf0\x9f\x98\x8e\nBhakt #MODI MAHODAY JI\xe2\x80\xa6',S
2018-12-31 23:29:49+00:00,b'@amitbehere @DasComrade @DearthOfSid Are you trying to say that people who does not enter politics should not talk\xe2\x80\xa6 https://t.co/OLo6ApoeeT',
2018-12-31 23:24:00+00:00,b'RT @KailashLohiyaa: @pallavipatil999 @SunilKu34645870 @manish31289 @krishak_sandeep @RanjitR29211140 @Rajiv_Kota @KiranJa41732853 @truthbha\xe2\x80\xa6',
2018-12-31 23:12:13+00:00,"b'RT @PChidambaramFan: A Modi bhakt  asked Mr @PChidambaram_IN \n\n"" In 60 days you want the current finance minister to put an end to cash cap\xe2\x80\xa6'",S
2018-12-31 23:10:45+00:00,b'RT @HetramM77660588: @AmanYadavINC @1Mdkhan Andh bhakto upper sell lagi hai. Bhakt or Jumlebaj Modiji upper dekho Congress n kya kiya hai r\xe2\x80\xa6',S
